Date,Store,Category,Demand,IsPromo,IsSeason,StockLevel
2024-03-03,1,Organic Cotton Tees,619,0,1,905
2024-03-03,1,Vegan Leather bags,428,0,1,795
2024-03-03,1,Bamboo Activewear,325,0,1,747
2024-03-04,1,Recycled Denim,415,0,1,229
2024-03-04,1,Organic Cotton Tees,321,0,1,726
2024-03-04,1,Vegan Leather bags,282,0,1,168
2024-03-04,1,Bamboo Activewear,389,0,1,353
2024-03-05,1,Recycled Denim,492,1,1,914
2024-03-05,1,Organic Cotton Tees,457,0,1,462
2024-03-05,1,Vegan Leather bags,383,0,1,722
2024-03-05,1,Bamboo Activewear,521,0,1,782
2024-03-06,1,Recycled Denim,852,1,1,987
2024-03-06,1,Organic Cotton Tees,406,0,1,226
2024-03-06,1,Vegan Leather bags,478,0,1,150
2024-03-06,1,Bamboo Activewear,448,0,1,395
2024-03-07,1,Recycled Denim,338,0,1,519
2024-03-07,1,Organic Cotton Tees,345,0,1,924
2024-03-07,1,Vegan Leather bags,314,0,1,760
2024-03-07,1,Bamboo Activewear,332,0,1,408
2024-03-08,1,Recycled Denim,411,0,1,636
2024-03-08,1,Organic Cotton Tees,657,1,1,905
2024-03-08,1,Vegan Leather bags,578,0,1,628
2024-03-08,1,Bamboo Activewear,425,0,1,975
2024-03-09,1,Recycled Denim,935,1,1,279
2024-03-09,1,Organic Cotton Tees,374,0,1,955
2024-03-09,1,Vegan Leather bags,433,0,1,765
2024-03-09,1,Bamboo Activewear,551,0,1,568
2024-03-10,1,Recycled Denim,482,0,1,247
2024-03-10,1,Organic Cotton Tees,516,0,1,575
2024-03-10,1,Vegan Leather bags,443,0,1,835
2024-03-10,1,Bamboo Activewear,419,0,1,314
2024-03-11,1,Recycled Denim,341,0,1,769
2024-03-11,1,Organic Cotton Tees,436,0,1,528
2024-03-11,1,Vegan Leather bags,390,0,1,868
2024-03-11,1,Bamboo Activewear,438,0,1,274
2024-03-12,1,Recycled Denim,287,0,1,321
2024-03-12,1,Organic Cotton Tees,530,0,1,930
2024-03-12,1,Vegan Leather bags,341,0,1,742
2024-03-12,1,Bamboo Activewear,361,0,1,557
2024-03-13,1,Recycled Denim,814,1,1,154
2024-03-13,1,Organic Cotton Tees,380,0,1,277
2024-03-13,1,Vegan Leather bags,795,1,1,934
2024-03-13,1,Bamboo Activewear,251,0,1,542
2024-03-14,1,Recycled Denim,277,0,1,328
2024-03-14,1,Organic Cotton Tees,430,0,1,708
2024-03-14,1,Vegan Leather bags,421,0,1,187
2024-03-14,1,Bamboo Activewear,408,0,1,219
2024-03-15,1,Recycled Denim,465,0,1,922
2024-03-15,1,Organic Cotton Tees,735,1,1,106
2024-03-15,1,Vegan Leather bags,535,0,1,723
2024-03-15,1,Bamboo Activewear,519,0,1,647
2024-03-16,1,Recycled Denim,523,0,1,808
2024-03-16,1,Organic Cotton Tees,504,0,1,845
2024-03-16,1,Vegan Leather bags,461,0,1,631
2024-03-16,1,Bamboo Activewear,478,0,1,355
2024-03-17,1,Recycled Denim,357,0,1,599
2024-03-17,1,Organic Cotton Tees,802,1,1,463
2024-03-17,1,Vegan Leather bags,482,0,1,826
2024-03-17,1,Bamboo Activewear,565,0,1,820
2024-03-18,1,Recycled Denim,468,0,1,336
2024-03-18,1,Organic Cotton Tees,378,0,1,300
2024-03-18,1,Vegan Leather bags,301,0,1,826
2024-03-18,1,Bamboo Activewear,379,0,1,937
2024-03-19,1,Recycled Denim,692,1,1,133
2024-03-19,1,Organic Cotton Tees,318,0,1,252
2024-03-19,1,Vegan Leather bags,342,0,1,441
2024-03-19,1,Bamboo Activewear,391,0,1,924
2024-03-20,1,Recycled Denim,322,0,1,848
2024-03-20,1,Organic Cotton Tees,420,0,1,554
2024-03-20,1,Vegan Leather bags,355,0,1,801
2024-03-20,1,Bamboo Activewear,437,0,1,675
2024-03-21,1,Recycled Denim,381,0,1,128
2024-03-21,1,Organic Cotton Tees,361,0,1,395
2024-03-21,1,Vegan Leather bags,386,0,1,843
2024-03-21,1,Bamboo Activewear,397,0,1,197
2024-03-22,1,Recycled Denim,357,0,1,850
2024-03-22,1,Organic Cotton Tees,476,0,1,838
2024-03-22,1,Vegan Leather bags,512,0,1,549
2024-03-22,1,Bamboo Activewear,409,0,1,812
2024-03-23,1,Recycled Denim,606,0,1,715
2024-03-23,1,Organic Cotton Tees,434,0,1,138
2024-03-23,1,Vegan Leather bags,463,0,1,916
2024-03-23,1,Bamboo Activewear,437,0,1,429
2024-03-24,1,Recycled Denim,422,0,1,691
2024-03-24,1,Organic Cotton Tees,879,1,1,875
2024-03-24,1,Vegan Leather bags,544,0,1,809
2024-03-24,1,Bamboo Activewear,995,1,1,565
2024-03-25,1,Recycled Denim,397,0,1,893
2024-03-25,1,Organic Cotton Tees,385,0,1,349
2024-03-25,1,Vegan Leather bags,393,0,1,982
2024-03-25,1,Bamboo Activewear,613,1,1,597
2024-03-26,1,Recycled Denim,410,0,1,471
2024-03-26,1,Organic Cotton Tees,417,0,1,501
2024-03-26,1,Vegan Leather bags,449,0,1,251
2024-03-26,1,Bamboo Activewear,446,0,1,287
2024-03-27,1,Recycled Denim,377,0,1,282
2024-03-27,1,Organic Cotton Tees,430,0,1,138
2024-03-27,1,Vegan Leather bags,454,0,1,496
2024-03-27,1,Bamboo Activewear,384,0,1,115
2024-03-28,1,Recycled Denim,361,0,1,838
2024-03-28,1,Organic Cotton Tees,772,1,1,513
2024-03-28,1,Vegan Leather bags,348,0,1,707
2024-03-28,1,Bamboo Activewear,307,0,1,138
2024-03-29,1,Recycled Denim,483,0,1,371
2024-03-29,1,Organic Cotton Tees,801,1,1,338
2024-03-29,1,Vegan Leather bags,466,0,1,439
2024-03-29,1,Bamboo Activewear,437,0,1,788
2024-03-30,1,Recycled Denim,387,0,1,423
2024-03-30,1,Organic Cotton Tees,418,0,1,392
2024-03-30,1,Vegan Leather bags,344,0,1,443
2024-03-30,1,Bamboo Activewear,397,0,1,286
2024-03-31,1,Recycled Denim,1003,1,1,401
2024-03-31,1,Organic Cotton Tees,469,0,1,161
2024-03-31,1,Vegan Leather bags,570,0,1,592
2024-03-31,1,Bamboo Activewear,603,0,1,206
2024-04-01,1,Recycled Denim,338,0,1,358
2024-04-01,1,Organic Cotton Tees,342,0,1,616
2024-04-01,1,Vegan Leather bags,352,0,1,789
2024-04-01,1,Bamboo Activewear,307,0,1,244
2024-04-02,1,Recycled Denim,342,0,1,219
2024-04-02,1,Organic Cotton Tees,408,0,1,188
2024-04-02,1,Vegan Leather bags,326,0,1,716
2024-04-02,1,Bamboo Activewear,382,0,1,734
2024-04-03,1,Recycled Denim,389,0,1,139
2024-04-03,1,Organic Cotton Tees,706,1,1,494
2024-04-03,1,Vegan Leather bags,275,0,1,427
2024-04-03,1,Bamboo Activewear,303,0,1,275
2024-04-04,1,Recycled Denim,344,0,1,692
2024-04-04,1,Organic Cotton Tees,386,0,1,400
2024-04-04,1,Vegan Leather bags,441,0,1,667
2024-04-04,1,Bamboo Activewear,392,0,1,139
2024-04-05,1,Recycled Denim,528,0,1,246
2024-04-05,1,Organic Cotton Tees,826,1,1,191
2024-04-05,1,Vegan Leather bags,927,1,1,462
2024-04-05,1,Bamboo Activewear,537,0,1,792
2024-04-06,1,Recycled Denim,586,0,1,106
2024-04-06,1,Organic Cotton Tees,959,1,1,656
2024-04-06,1,Vegan Leather bags,825,1,1,769
2024-04-06,1,Bamboo Activewear,764,1,1,181
2024-04-07,1,Recycled Denim,487,0,1,394
2024-04-07,1,Organic Cotton Tees,578,0,1,624
2024-04-07,1,Vegan Leather bags,487,0,1,322
2024-04-07,1,Bamboo Activewear,492,0,1,547
2024-04-08,1,Recycled Denim,356,0,1,513
2024-04-08,1,Organic Cotton Tees,385,0,1,332
2024-04-08,1,Vegan Leather bags,794,1,1,321
2024-04-08,1,Bamboo Activewear,292,0,1,377
2024-04-09,1,Recycled Denim,627,1,1,830
2024-04-09,1,Organic Cotton Tees,384,0,1,623
2024-04-09,1,Vegan Leather bags,272,0,1,573
2024-04-09,1,Bamboo Activewear,427,0,1,309
2024-04-10,1,Recycled Denim,615,1,1,480
2024-04-10,1,Organic Cotton Tees,394,0,1,128
2024-04-10,1,Vegan Leather bags,366,0,1,558
2024-04-10,1,Bamboo Activewear,259,0,1,637
2024-04-11,1,Recycled Denim,411,0,1,198
2024-04-11,1,Organic Cotton Tees,370,0,1,138
2024-04-11,1,Vegan Leather bags,343,0,1,899
2024-04-11,1,Bamboo Activewear,422,0,1,183
2024-04-12,1,Recycled Denim,469,0,1,120
2024-04-12,1,Organic Cotton Tees,723,1,1,968
2024-04-12,1,Vegan Leather bags,374,0,1,486
2024-04-12,1,Bamboo Activewear,435,0,1,669
2024-04-13,1,Recycled Denim,780,1,1,931
2024-04-13,1,Organic Cotton Tees,786,1,1,891
2024-04-13,1,Vegan Leather bags,479,0,1,683
2024-04-13,1,Bamboo Activewear,566,0,1,756
2024-04-14,1,Recycled Denim,473,0,1,661
2024-04-14,1,Organic Cotton Tees,399,0,1,486
2024-04-14,1,Vegan Leather bags,522,0,1,477
2024-04-14,1,Bamboo Activewear,466,0,1,657
2024-04-15,1,Recycled Denim,293,0,1,620
2024-04-15,1,Organic Cotton Tees,407,0,1,930
2024-04-15,1,Vegan Leather bags,423,0,1,683
2024-04-15,1,Bamboo Activewear,277,0,1,816
2024-04-16,1,Recycled Denim,483,0,1,437
2024-04-16,1,Organic Cotton Tees,351,0,1,706
2024-04-16,1,Vegan Leather bags,441,0,1,201
2024-04-16,1,Bamboo Activewear,747,1,1,878
2024-04-17,1,Recycled Denim,358,0,1,988
2024-04-17,1,Organic Cotton Tees,350,0,1,562
2024-04-17,1,Vegan Leather bags,457,0,1,813
2024-04-17,1,Bamboo Activewear,422,0,1,341
2024-04-18,1,Recycled Denim,324,0,1,688
2024-04-18,1,Organic Cotton Tees,375,0,1,202
2024-04-18,1,Vegan Leather bags,474,0,1,242
2024-04-18,1,Bamboo Activewear,409,0,1,986
2024-04-19,1,Recycled Denim,500,0,1,172
2024-04-19,1,Organic Cotton Tees,549,0,1,515
2024-04-19,1,Vegan Leather bags,577,0,1,210
2024-04-19,1,Bamboo Activewear,526,0,1,106
2024-04-20,1,Recycled Denim,642,0,1,121
2024-04-20,1,Organic Cotton Tees,570,0,1,614
2024-04-20,1,Vegan Leather bags,469,0,1,111
2024-04-20,1,Bamboo Activewear,397,0,1,636
2024-04-21,1,Recycled Denim,738,1,1,730
2024-04-21,1,Organic Cotton Tees,446,0,1,387
2024-04-21,1,Vegan Leather bags,611,0,1,761
2024-04-21,1,Bamboo Activewear,517,0,1,411
2024-04-22,1,Recycled Denim,558,1,1,134
2024-04-22,1,Organic Cotton Tees,405,0,1,306
2024-04-22,1,Vegan Leather bags,434,0,1,258
2024-04-22,1,Bamboo Activewear,367,0,1,123
2024-04-23,1,Recycled Denim,304,0,1,631
2024-04-23,1,Organic Cotton Tees,291,0,1,661
2024-04-23,1,Vegan Leather bags,514,1,1,216
2024-04-23,1,Bamboo Activewear,485,0,1,839
2024-04-24,1,Recycled Denim,654,1,1,854
2024-04-24,1,Organic Cotton Tees,423,0,1,345
2024-04-24,1,Vegan Leather bags,335,0,1,120
2024-04-24,1,Bamboo Activewear,245,0,1,966
2024-04-25,1,Recycled Denim,466,0,1,397
2024-04-25,1,Organic Cotton Tees,287,0,1,433
2024-04-25,1,Vegan Leather bags,334,0,1,652
2024-04-25,1,Bamboo Activewear,365,0,1,927
2024-04-26,1,Recycled Denim,597,0,1,183
2024-04-26,1,Organic Cotton Tees,616,0,1,937
2024-04-26,1,Vegan Leather bags,421,0,1,262
2024-04-26,1,Bamboo Activewear,367,0,1,548
2024-04-27,1,Recycled Denim,372,0,1,806
2024-04-27,1,Organic Cotton Tees,465,0,1,691
2024-04-27,1,Vegan Leather bags,558,0,1,356
2024-04-27,1,Bamboo Activewear,449,0,1,875
2024-04-28,1,Recycled Denim,424,0,1,383
2024-04-28,1,Organic Cotton Tees,523,0,1,786
2024-04-28,1,Vegan Leather bags,574,0,1,655
2024-04-28,1,Bamboo Activewear,479,0,1,466
2024-04-29,1,Recycled Denim,646,1,1,981
2024-04-29,1,Organic Cotton Tees,652,1,1,610
2024-04-29,1,Vegan Leather bags,381,0,1,134
2024-04-29,1,Bamboo Activewear,346,0,1,856
2024-04-30,1,Recycled Denim,384,0,1,111
2024-04-30,1,Organic Cotton Tees,323,0,1,792
2024-04-30,1,Vegan Leather bags,286,0,1,526
2024-04-30,1,Bamboo Activewear,401,0,1,527
2024-05-01,1,Recycled Denim,177,0,0,440
2024-05-01,1,Organic Cotton Tees,214,0,0,875
2024-05-01,1,Vegan Leather bags,223,0,0,218
2024-05-01,1,Bamboo Activewear,292,1,0,513
2024-05-02,1,Recycled Denim,227,0,0,843
2024-05-02,1,Organic Cotton Tees,208,0,0,939
2024-05-02,1,Vegan Leather bags,204,0,0,386
2024-05-02,1,Bamboo Activewear,221,0,0,152
2024-05-03,1,Recycled Denim,187,0,0,803
2024-05-03,1,Organic Cotton Tees,295,0,0,684
2024-05-03,1,Vegan Leather bags,447,1,0,423
2024-05-03,1,Bamboo Activewear,239,0,0,201
2024-05-04,1,Recycled Denim,299,0,0,693
2024-05-04,1,Organic Cotton Tees,505,1,0,378
2024-05-04,1,Vegan Leather bags,253,0,0,921
2024-05-04,1,Bamboo Activewear,263,0,0,824
2024-05-05,1,Recycled Denim,209,0,0,927
2024-05-05,1,Organic Cotton Tees,195,0,0,516
2024-05-05,1,Vegan Leather bags,208,0,0,366
2024-05-05,1,Bamboo Activewear,235,0,0,721
2024-05-06,1,Recycled Denim,199,0,0,184
2024-05-06,1,Organic Cotton Tees,445,1,0,915
2024-05-06,1,Vegan Leather bags,150,0,0,839
2024-05-06,1,Bamboo Activewear,204,0,0,442
2024-05-07,1,Recycled Denim,191,0,0,814
2024-05-07,1,Organic Cotton Tees,210,0,0,423
2024-05-07,1,Vegan Leather bags,318,1,0,992
2024-05-07,1,Bamboo Activewear,190,0,0,472
2024-05-08,1,Recycled Denim,228,0,0,390
2024-05-08,1,Organic Cotton Tees,180,0,0,205
2024-05-08,1,Vegan Leather bags,169,0,0,743
2024-05-08,1,Bamboo Activewear,227,0,0,449
2024-05-09,1,Recycled Denim,170,0,0,258
2024-05-09,1,Organic Cotton Tees,215,0,0,411
2024-05-09,1,Vegan Leather bags,174,0,0,921
2024-05-09,1,Bamboo Activewear,194,0,0,475
2024-05-10,1,Recycled Denim,268,0,0,319
